Country,Date,Volume
France,12/13/2017,1323
France,12/13/2018,456
France,12/13/2019,
France,12/14/2016,7
France,12/14/2017,1921
France,12/14/2018,243
France,12/14/2019,
France,12/15/2016,10
France,12/15/2017,1249
France,12/15/2018,314
France,12/15/2019,
France,12/16/2016,5
France,12/16/2017,1650
France,12/16/2018,276
France,12/16/2019,
France,12/17/2016,7
France,12/17/2017,1079
France,12/17/2018,529
France,12/17/2019,
France,12/18/2016,15
France,12/18/2017,482
France,12/18/2018,456
France,12/18/2019,
France,12/19/2016,10
France,12/19/2017,421
France,12/19/2018,307
France,12/19/2019,
France,12/2/2016,7
France,12/2/2017,538
France,12/2/2018,165
France,12/2/2019,198
France,12/20/2016,25
France,12/20/2017,475
France,12/20/2018,258
France,12/20/2019,
France,12/21/2016,11
France,12/21/2017,455
France,12/21/2018,229
France,12/21/2019,
France,12/22/2016,6
France,12/22/2017,841
France,12/22/2018,178
France,12/22/2019,
France,12/23/2016,4
France,12/23/2017,331
France,12/23/2018,176
France,12/23/2019,
France,12/24/2016,5
France,12/24/2017,373
France,12/24/2018,119
France,12/24/2019,
France,12/25/2016,10
France,12/25/2017,507
France,12/25/2018,883
France,12/26/2016,0
France,12/26/2017,449
France,12/26/2018,454
France,12/27/2016,20
France,12/27/2017,609
France,12/27/2018,250
France,12/28/2016,15
France,12/28/2017,322
France,12/28/2018,136
France,12/29/2016,3
France,12/29/2017,695
France,12/29/2018,142
France,12/3/2016,1
France,12/3/2017,710
France,12/3/2018,370
France,12/3/2019,191
France,12/30/2016,11
France,12/30/2017,1324
France,12/30/2018,251
France,12/31/2016,5
France,12/31/2017,995
France,12/31/2018,253
France,12/4/2016,200
France,12/4/2017,486
France,12/4/2018,312
France,12/4/2019,131
France,12/5/2016,158
France,12/5/2017,494
France,12/5/2018,255
France,12/5/2019,120
France,12/6/2016,34
France,12/6/2017,1875
France,12/6/2018,523
France,12/6/2019,
France,12/7/2016,10
France,12/7/2017,1437
France,12/7/2018,297
France,12/7/2019,
France,12/8/2016,13
France,12/8/2017,947
France,12/8/2018,165
France,12/8/2019,
France,12/9/2016,18
France,12/9/2017,531
France,12/9/2018,189
France,12/9/2019,
France,2/1/2016,3
France,2/1/2017,2
France,2/1/2018,1033
France,2/1/2019,318
France,2/10/2016,1
France,2/10/2017,5
France,2/10/2018,1355
France,2/10/2019,674
France,2/11/2016,1
France,2/11/2017,3
France,2/11/2018,1367
France,2/11/2019,1315
France,2/12/2016,3
France,2/12/2017,3
France,2/12/2018,1044
France,2/12/2019,1141
France,2/13/2016,5
France,2/13/2017,2
France,2/13/2018,994
France,2/13/2019,645
France,2/14/2016,1
France,2/14/2017,5
France,2/14/2018,917
France,2/14/2019,402
France,2/15/2016,89
France,2/15/2017,2
France,2/15/2018,867
France,2/15/2019,294
France,2/16/2016,1
France,2/16/2017,1
France,2/16/2018,1021
France,2/16/2019,166
France,2/17/2016,0
France,2/17/2017,1
France,2/17/2018,860
France,2/17/2019,160
France,2/18/2016,1
France,2/18/2017,3
France,2/18/2018,1696
France,2/18/2019,273
France,2/19/2016,2
France,2/19/2017,3
France,2/19/2018,1384
France,2/19/2019,302
France,2/2/2016,3
France,2/2/2017,1
France,2/2/2018,972
France,2/2/2019,314
France,2/20/2016,4
France,2/20/2017,3
France,2/20/2018,719
France,2/20/2019,328
France,2/21/2016,1
France,2/21/2017,6
France,2/21/2018,610
France,2/21/2019,172
France,2/22/2016,0
France,2/22/2017,0
France,2/22/2018,582
France,2/22/2019,206
France,2/23/2016,4
France,2/23/2017,5
France,2/23/2018,558
France,2/23/2019,153
France,2/24/2016,0
France,2/24/2017,1
France,2/24/2018,694
France,2/24/2019,188
France,2/25/2016,4
France,2/25/2017,7
France,2/25/2018,822
France,2/25/2019,273
France,2/26/2016,9
France,2/26/2017,8
France,2/26/2018,946
France,2/26/2019,357
France,2/27/2016,6
France,2/27/2017,11
France,2/27/2018,1210
France,2/27/2019,341
France,2/28/2016,1
France,2/28/2017,8
France,2/28/2018,1301
France,2/28/2019,310
France,2/29/2016,5
France,2/3/2016,2
France,2/3/2017,3
France,2/3/2018,1131
France,2/3/2019,252
France,2/4/2016,1
France,2/4/2017,4
France,2/4/2018,1734
France,2/4/2019,486
France,2/5/2016,0
France,2/5/2017,1
France,2/5/2018,2150
France,2/5/2019,500
France,2/6/2016,3
France,2/6/2017,0
France,2/6/2018,866
France,2/6/2019,370
France,2/7/2016,0
France,2/7/2017,3
France,2/7/2018,534
France,2/7/2019,459
France,2/8/2016,1
France,2/8/2017,1
France,2/8/2018,1212
France,2/8/2019,1302
France,2/9/2016,2
France,2/9/2017,0
France,2/9/2018,1463
France,2/9/2019,786
France,3/1/2016,1
France,3/1/2017,3
France,3/1/2018,1009
France,3/1/2019,384
France,3/10/2016,0
France,3/10/2017,2
France,3/10/2018,780
France,3/10/2019,396
France,3/11/2016,1
France,3/11/2017,4
France,3/11/2018,755
France,3/11/2019,234
France,3/12/2016,1
France,3/12/2017,0
France,3/12/2018,660
France,3/12/2019,241
France,3/13/2016,3
France,3/13/2017,0
France,3/13/2018,816
France,3/13/2019,363
France,3/14/2016,1
France,3/14/2017,1
France,3/14/2018,858
France,3/14/2019,660
France,3/15/2016,2
France,3/15/2017,0
France,3/15/2018,611
France,3/15/2019,333
France,3/16/2016,0
France,3/16/2017,2
France,3/16/2018,608
France,3/16/2019,215
France,3/17/2016,0
France,3/17/2017,8
France,3/17/2018,838
France,3/17/2019,220
France,3/18/2016,0
France,3/18/2017,4
France,3/18/2018,1606
France,3/18/2019,151
France,3/19/2016,2
France,3/19/2017,0
France,3/19/2018,857
France,3/19/2019,169
France,3/2/2016,0
France,3/2/2017,7
France,3/2/2018,2149
France,3/2/2019,321
France,3/20/2016,6
France,3/20/2017,3
France,3/20/2018,626
France,3/20/2019,132
France,3/21/2016,4
France,3/21/2017,1
France,3/21/2018,562
France,3/21/2019,134
France,3/22/2016,2
France,3/22/2017,1
France,3/22/2018,474
France,3/22/2019,218
France,3/23/2016,6
France,3/23/2017,7
France,3/23/2018,473
France,3/23/2019,134
France,3/24/2016,0
France,3/24/2017,0
France,3/24/2018,266
France,3/24/2019,104
France,3/25/2016,1
France,3/25/2017,2
France,3/25/2018,385
France,3/25/2019,162
France,3/26/2016,0
France,3/26/2017,1
France,3/26/2018,542
France,3/26/2019,161
France,3/27/2016,3
France,3/27/2017,1
France,3/27/2018,569
France,3/27/2019,150
France,3/28/2016,2
France,3/28/2017,5
France,3/28/2018,373
France,3/28/2019,160
France,3/29/2016,2
France,3/29/2017,0
France,3/29/2018,318
France,3/29/2019,410
France,3/3/2016,8
France,3/3/2017,0
France,3/3/2018,1034
France,3/3/2019,445
France,3/30/2016,0
France,3/30/2017,0
France,3/30/2018,284
France,3/30/2019,180
France,3/31/2016,2
France,3/31/2017,0
France,3/31/2018,366
France,3/31/2019,95
France,3/4/2016,1
France,3/4/2017,2
France,3/4/2018,1176
France,3/4/2019,344
France,3/5/2016,1
France,3/5/2017,0
France,3/5/2018,1622
France,3/5/2019,390
France,3/6/2016,2
France,3/6/2017,2
France,3/6/2018,1202
France,3/6/2019,375
France,3/7/2016,2
France,3/7/2017,3
France,3/7/2018,1495
France,3/7/2019,463
France,3/8/2016,1
France,3/8/2017,1
France,3/8/2018,4187
France,3/8/2019,864
France,3/9/2016,5
France,3/9/2017,1
France,3/9/2018,1866
France,3/9/2019,691
France,4/1/2016,13
France,4/1/2017,6
France,4/1/2018,475
France,4/1/2019,252
France,4/10/2016,2
France,4/10/2017,12
France,4/10/2018,438
France,4/10/2019,204
France,4/11/2016,3
France,4/11/2017,43
France,4/11/2018,458
France,4/11/2019,268
France,4/12/2016,1
France,4/12/2017,10
France,4/12/2018,549
France,4/12/2019,237
France,4/13/2016,1
France,4/13/2017,3
France,4/13/2018,300
France,4/13/2019,123
France,4/14/2016,2
France,4/14/2017,16
France,4/14/2018,262
France,4/14/2019,172
France,4/15/2016,0
France,4/15/2017,5
France,4/15/2018,473
France,4/15/2019,160
France,4/16/2016,1
France,4/16/2017,2
France,4/16/2018,634
France,4/16/2019,116
France,4/17/2016,1
France,4/17/2017,3
France,4/17/2018,497
France,4/17/2019,292
France,4/18/2016,2
France,4/18/2017,6
France,4/18/2018,477
France,4/18/2019,231
France,4/19/2016,1
France,4/19/2017,3
France,4/19/2018,581
France,4/19/2019,1204
France,4/2/2016,9
France,4/2/2017,1
France,4/2/2018,253
France,4/2/2019,281
France,4/20/2016,3
France,4/20/2017,6
France,4/20/2018,319
France,4/20/2019,712
France,4/21/2016,0
France,4/21/2017,3
France,4/21/2018,297
France,4/21/2019,162
France,4/22/2016,2
France,4/22/2017,1
France,4/22/2018,287
France,4/22/2019,151
France,4/23/2016,4
France,4/23/2017,2
France,4/23/2018,348
France,4/23/2019,121
France,4/24/2016,1
France,4/24/2017,2
France,4/24/2018,216
France,4/24/2019,147
France,4/25/2016,1
France,4/25/2017,3
France,4/25/2018,343
France,4/25/2019,195
France,4/26/2016,7
France,4/26/2017,0
France,4/26/2018,415
France,4/26/2019,154
France,4/27/2016,1
France,4/27/2017,2
France,4/27/2018,1032
France,4/27/2019,158
France,4/28/2016,2
France,4/28/2017,5
France,4/28/2018,1094
France,4/28/2019,125
France,4/29/2016,21
France,4/29/2017,2
France,4/29/2018,684
France,4/29/2019,121
France,4/3/2016,17
France,4/3/2017,3
France,4/3/2018,402
France,4/3/2019,204
France,4/30/2016,3
France,4/30/2017,6
France,4/30/2018,1235
France,4/30/2019,143
France,4/4/2016,5
France,4/4/2017,0
France,4/4/2018,385
France,4/4/2019,233
France,4/5/2016,5
France,4/5/2017,3
France,4/5/2018,282
France,4/5/2019,190
France,4/6/2016,2
France,4/6/2017,1
France,4/6/2018,348
France,4/6/2019,173
France,4/7/2016,2
France,4/7/2017,9
France,4/7/2018,358
France,4/7/2019,205
France,4/8/2016,24
France,4/8/2017,2
France,4/8/2018,398
France,4/8/2019,207
France,4/9/2016,2
France,4/9/2017,8
France,4/9/2018,519
France,4/9/2019,283
France,5/1/2016,2
France,5/1/2017,2
France,5/1/2018,809
France,5/1/2019,104
France,5/10/2016,28
France,5/10/2017,0
France,5/10/2018,773
France,5/10/2019,117
France,5/11/2016,13
France,5/11/2017,1
France,5/11/2018,547
France,5/11/2019,79
France,5/12/2016,3
France,5/12/2017,1
France,5/12/2018,533
France,5/12/2019,87
France,5/13/2016,15
France,5/13/2017,3
France,5/13/2018,786
France,5/13/2019,145
France,5/14/2016,13
France,5/14/2017,1
France,5/14/2018,713
France,5/14/2019,184
France,5/15/2016,11
France,5/15/2017,1
France,5/15/2018,411
France,5/15/2019,395
France,5/16/2016,5
France,5/16/2017,0
France,5/16/2018,277
France,5/16/2019,198
France,5/17/2016,8
France,5/17/2017,1
France,5/17/2018,429
France,5/17/2019,177
France,5/18/2016,7
France,5/18/2017,3
France,5/18/2018,269
France,5/18/2019,166
France,5/19/2016,4
France,5/19/2017,1
France,5/19/2018,420
France,5/19/2019,248
France,5/2/2016,16
France,5/2/2017,1
France,5/2/2018,609
France,5/2/2019,126
France,5/20/2016,4
France,5/20/2017,3
France,5/20/2018,710
France,5/20/2019,252
France,5/21/2016,5
France,5/21/2017,5
France,5/21/2018,453
France,5/21/2019,284
France,5/22/2016,1
France,5/22/2017,3
France,5/22/2018,370
France,5/22/2019,220
France,5/23/2016,5
France,5/23/2017,9
France,5/23/2018,341
France,5/23/2019,251
France,5/24/2016,7
France,5/24/2017,1
France,5/24/2018,920
France,5/24/2019,345
France,5/25/2016,9
France,5/25/2017,0
France,5/25/2018,771
France,5/25/2019,136
France,5/26/2016,5
France,5/26/2017,4
France,5/26/2018,351
France,5/26/2019,146
France,5/27/2016,4
France,5/27/2017,1
France,5/27/2018,553
France,5/27/2019,124
France,5/28/2016,6
France,5/28/2017,0
France,5/28/2018,553
France,5/28/2019,437
France,5/29/2016,9
France,5/29/2017,12
France,5/29/2018,356
France,5/29/2019,2432
France,5/3/2016,4
France,5/3/2017,5
France,5/3/2018,448
France,5/3/2019,100
France,5/30/2016,3
France,5/30/2017,3
France,5/30/2018,301
France,5/30/2019,748
France,5/31/2016,10
France,5/31/2017,4
France,5/31/2018,320
France,5/31/2019,280
France,5/4/2016,2
France,5/4/2017,1
France,5/4/2018,406
France,5/4/2019,121
France,5/5/2016,15
France,5/5/2017,7
France,5/5/2018,269
France,5/5/2019,111
France,5/6/2016,9
France,5/6/2017,0
France,5/6/2018,260
France,5/6/2019,144
France,5/7/2016,10
France,5/7/2017,1
France,5/7/2018,319
France,5/7/2019,144
France,5/8/2016,8
France,5/8/2017,1
France,5/8/2018,988
France,5/8/2019,257
France,5/9/2016,26
France,5/9/2017,0
France,5/9/2018,1180
France,5/9/2019,160
France,6/1/2016,5
France,6/1/2017,1
France,6/1/2018,283
France,6/1/2019,138
France,6/10/2016,2
France,6/10/2017,1
France,6/10/2018,286
France,6/10/2019,322
France,6/11/2016,0
France,6/11/2017,0
France,6/11/2018,153
France,6/11/2019,150
France,6/12/2016,16
France,6/12/2017,0
France,6/12/2018,215
France,6/12/2019,149
France,6/13/2016,15
France,6/13/2017,0
France,6/13/2018,219
France,6/13/2019,183
France,6/14/2016,20
France,6/14/2017,3
France,6/14/2018,333
France,6/14/2019,153
France,6/15/2016,7
France,6/15/2017,2
France,6/15/2018,372
France,6/15/2019,147
France,6/16/2016,80
France,6/16/2017,3
France,6/16/2018,269
France,6/16/2019,116
France,6/17/2016,17
France,6/17/2017,1
France,6/17/2018,149
France,6/17/2019,152
France,6/18/2016,11
France,6/18/2017,2
France,6/18/2018,329
France,6/18/2019,334
France,6/19/2016,4
France,6/19/2017,0
France,6/19/2018,145
France,6/19/2019,344
France,6/2/2016,2
France,6/2/2017,3
France,6/2/2018,222
France,6/2/2019,170
France,6/20/2016,4
France,6/20/2017,15
France,6/20/2018,128
France,6/20/2019,271
France,6/21/2016,2
France,6/21/2017,10
France,6/21/2018,286
France,6/21/2019,234
France,6/22/2016,3
France,6/22/2017,2
France,6/22/2018,222
France,6/22/2019,228
France,6/23/2016,4
France,6/23/2017,0
France,6/23/2018,154
France,6/23/2019,135
France,6/24/2016,6
France,6/24/2017,13
France,6/24/2018,128
France,6/24/2019,263
France,6/25/2016,1
France,6/25/2017,4
France,6/25/2018,213
France,6/25/2019,364
France,6/26/2016,4
France,6/26/2017,1
France,6/26/2018,244
France,6/26/2019,142
France,6/27/2016,1
France,6/27/2017,2
France,6/27/2018,174
France,6/27/2019,162
France,6/28/2016,4
France,6/28/2017,2
France,6/28/2018,243
France,6/28/2019,197
France,6/29/2016,3
France,6/29/2017,3
France,6/29/2018,236
France,6/29/2019,154
France,6/3/2016,3
France,6/3/2017,5
France,6/3/2018,249
France,6/3/2019,504
France,6/30/2016,2
France,6/30/2017,2
France,6/30/2018,200
France,6/30/2019,141
France,6/4/2016,4
France,6/4/2017,1
France,6/4/2018,313
France,6/4/2019,1371
France,6/5/2016,0
France,6/5/2017,1
France,6/5/2018,399
France,6/5/2019,1468
France,6/6/2016,2
France,6/6/2017,0
France,6/6/2018,454
France,6/6/2019,503
France,6/7/2016,9
France,6/7/2017,1
France,6/7/2018,303
France,6/7/2019,352
France,6/8/2016,5
France,6/8/2017,0
France,6/8/2018,320
France,6/8/2019,171
France,6/9/2016,6
France,6/9/2017,3
France,6/9/2018,225
France,6/9/2019,128
France,7/1/2016,4
France,7/1/2017,3
France,7/1/2018,224
France,7/1/2019,102
France,7/10/2016,1
France,7/10/2017,0
France,7/10/2018,1223
France,7/10/2019,147
France,7/11/2016,1
France,7/11/2017,1
France,7/11/2018,757
France,7/11/2019,160
France,7/12/2016,4
France,7/12/2017,1
France,7/12/2018,559
France,7/12/2019,147
France,7/13/2016,2
France,7/13/2017,0
France,7/13/2018,340
France,7/13/2019,151
France,7/14/2016,2
France,7/14/2017,0
France,7/14/2018,848
France,7/14/2019,89
France,7/15/2016,0
France,7/15/2017,6
France,7/15/2018,355
France,7/15/2019,86
France,7/16/2016,0
France,7/16/2017,0
France,7/16/2018,220
France,7/16/2019,138
France,7/17/2016,1
France,7/17/2017,2
France,7/17/2018,421
France,7/17/2019,101
France,7/18/2016,4
France,7/18/2017,1
France,7/18/2018,573
France,7/18/2019,304
France,7/19/2016,1
France,7/19/2017,1
France,7/19/2018,432
France,7/19/2019,194
France,7/2/2016,2
France,7/2/2017,3
France,7/2/2018,203
France,7/2/2019,106
France,7/20/2016,2
France,7/20/2017,4
France,7/20/2018,446
France,7/20/2019,66
France,7/21/2016,8
France,7/21/2017,3
France,7/21/2018,384
France,7/21/2019,62
France,7/22/2016,2
France,7/22/2017,0
France,7/22/2018,286
France,7/22/2019,125
France,7/23/2016,5
France,7/23/2017,5
France,7/23/2018,219
France,7/23/2019,98
France,7/24/2016,2
France,7/24/2017,1
France,7/24/2018,245
France,7/24/2019,206
France,7/25/2016,5
France,7/25/2017,5
France,7/25/2018,277
France,7/25/2019,162
France,7/26/2016,10
France,7/26/2017,4
France,7/26/2018,224
France,7/26/2019,82
France,7/27/2016,4
France,7/27/2017,0
France,7/27/2018,267
France,7/27/2019,110
France,7/28/2016,0
France,7/28/2017,1
France,7/28/2018,495
France,7/28/2019,79
France,7/29/2016,1
France,7/29/2017,2
France,7/29/2018,531
France,7/29/2019,73
France,7/3/2016,3
France,7/3/2017,0
France,7/3/2018,172
France,7/3/2019,142
France,7/30/2016,2
France,7/30/2017,1
France,7/30/2018,1674
France,7/30/2019,106
France,7/31/2016,1
France,7/31/2017,3
France,7/31/2018,740
France,7/31/2019,209
France,7/4/2016,2
France,7/4/2017,2
France,7/4/2018,201
France,7/4/2019,112
France,7/5/2016,5
France,7/5/2017,1
France,7/5/2018,93
France,7/5/2019,342
France,7/6/2016,3
France,7/6/2017,3
France,7/6/2018,240
France,7/6/2019,420
France,7/7/2016,5
France,7/7/2017,2
France,7/7/2018,417
France,7/7/2019,285
France,7/8/2016,1
France,7/8/2017,0
France,7/8/2018,398
France,7/8/2019,290
France,7/9/2016,4
France,7/9/2017,0
France,7/9/2018,1238
France,7/9/2019,264
France,8/1/2016,1
France,8/1/2017,4
France,8/1/2018,516
France,8/1/2019,103
France,8/10/2016,3
France,8/10/2017,3
France,8/10/2018,477
France,8/10/2019,85
France,8/11/2016,5
France,8/11/2017,5
France,8/11/2018,238
France,8/11/2019,86
France,8/12/2016,1
France,8/12/2017,0
France,8/12/2018,247
France,8/12/2019,166
France,8/13/2016,2
France,8/13/2017,1
France,8/13/2018,362
France,8/13/2019,171
France,8/14/2016,4
France,8/14/2017,3
France,8/14/2018,291
France,8/14/2019,354
France,8/15/2016,1
France,8/15/2017,1
France,8/15/2018,365
France,8/15/2019,202
France,8/16/2016,3
France,8/16/2017,1
France,8/16/2018,395
France,8/16/2019,142
France,8/17/2016,3
France,8/17/2017,4
France,8/17/2018,261
France,8/17/2019,90
France,8/18/2016,2
France,8/18/2017,1
France,8/18/2018,269
France,8/18/2019,79
France,8/19/2016,11
France,8/19/2017,3
France,8/19/2018,197
France,8/19/2019,128
France,8/2/2016,3
France,8/2/2017,0
France,8/2/2018,1159
France,8/2/2019,87
France,8/20/2016,3
France,8/20/2017,2
France,8/20/2018,4322
France,8/20/2019,142
France,8/21/2016,1
France,8/21/2017,6
France,8/21/2018,2064
France,8/21/2019,207
France,8/22/2016,1
France,8/22/2017,3
France,8/22/2018,2066
France,8/22/2019,142
France,8/23/2016,2
France,8/23/2017,1
France,8/23/2018,1757
France,8/23/2019,127
France,8/24/2016,0
France,8/24/2017,4
France,8/24/2018,851
France,8/24/2019,157
France,8/25/2016,6
France,8/25/2017,1
France,8/25/2018,318
France,8/25/2019,99
France,8/26/2016,0
France,8/26/2017,2
France,8/26/2018,304
France,8/26/2019,306
France,8/27/2016,3
France,8/27/2017,2
France,8/27/2018,235
France,8/27/2019,172
France,8/28/2016,23
France,8/28/2017,0
France,8/28/2018,293
France,8/28/2019,274
France,8/29/2016,24
France,8/29/2017,0
France,8/29/2018,320
France,8/29/2019,245
France,8/3/2016,1
France,8/3/2017,0
France,8/3/2018,543
France,8/3/2019,117
France,8/30/2016,1
France,8/30/2017,2
France,8/30/2018,255
France,8/30/2019,163
France,8/31/2016,3
France,8/31/2017,0
France,8/31/2018,503
France,8/31/2019,154
France,8/4/2016,1
France,8/4/2017,0
France,8/4/2018,232
France,8/4/2019,159
France,8/5/2016,1
France,8/5/2017,5
France,8/5/2018,403
France,8/5/2019,87
France,8/6/2016,2
France,8/6/2017,0
France,8/6/2018,380
France,8/6/2019,137
France,8/7/2016,2
France,8/7/2017,0
France,8/7/2018,330
France,8/7/2019,75
France,8/8/2016,2
France,8/8/2017,2
France,8/8/2018,255
France,8/8/2019,117
France,8/9/2016,3
France,8/9/2017,3
France,8/9/2018,305
France,8/9/2019,56
France,9/1/2016,2
France,9/1/2017,1
France,9/1/2018,538
France,9/1/2019,103
France,9/10/2016,7
France,9/10/2017,7
France,9/10/2018,308
France,9/10/2019,137
France,9/11/2016,4
France,9/11/2017,3
France,9/11/2018,255
France,9/11/2019,335
France,9/12/2016,11
France,9/12/2017,1
France,9/12/2018,175
France,9/12/2019,112
France,9/13/2016,12
France,9/13/2017,3
France,9/13/2018,694
France,9/13/2019,150
France,9/14/2016,4
France,9/14/2017,6
France,9/14/2018,453
France,9/14/2019,112
France,9/15/2016,2
France,9/15/2017,0
France,9/15/2018,264
France,9/15/2019,92
France,9/16/2016,7
France,9/16/2017,1
France,9/16/2018,227
France,9/16/2019,85
France,9/17/2016,1
France,9/17/2017,2
France,9/17/2018,507
France,9/17/2019,102
France,9/18/2016,15
France,9/18/2017,2
France,9/18/2018,487
France,9/18/2019,99
France,9/19/2016,19
France,9/19/2017,2
France,9/19/2018,358
France,9/19/2019,122
France,9/2/2016,4
France,9/2/2017,1
France,9/2/2018,294
France,9/2/2019,109
France,9/20/2016,14
France,9/20/2017,1
France,9/20/2018,256
France,9/20/2019,342
France,9/21/2016,18
France,9/21/2017,1
France,9/21/2018,415
France,9/21/2019,165
France,9/22/2016,18
France,9/22/2017,3
France,9/22/2018,357
France,9/22/2019,67
France,9/23/2016,30
France,9/23/2017,2
France,9/23/2018,281
France,9/23/2019,81
France,9/24/2016,18
France,9/24/2017,3
France,9/24/2018,1336
France,9/24/2019,166
France,9/25/2016,3
France,9/25/2017,1
France,9/25/2018,365
France,9/25/2019,4945
France,9/26/2016,16
France,9/26/2017,1
France,9/26/2018,479
France,9/26/2019,2041
France,9/27/2016,8
France,9/27/2017,2
France,9/27/2018,848
France,9/27/2019,447
France,9/28/2016,3
France,9/28/2017,1
France,9/28/2018,609
France,9/28/2019,272
France,9/29/2016,7
France,9/29/2017,5
France,9/29/2018,538
France,9/29/2019,238
France,9/3/2016,1
France,9/3/2017,0
France,9/3/2018,175
France,9/3/2019,224
France,9/30/2016,5
France,9/30/2017,3
France,9/30/2018,588
France,9/30/2019,259
France,9/4/2016,1
France,9/4/2017,5
France,9/4/2018,249
France,9/4/2019,128
France,9/5/2016,2
France,9/5/2017,5
France,9/5/2018,228
France,9/5/2019,176
France,9/6/2016,3
France,9/6/2017,1
France,9/6/2018,180
France,9/6/2019,242
France,9/7/2016,0
France,9/7/2017,5
France,9/7/2018,163
France,9/7/2019,151
France,9/8/2016,3
France,9/8/2017,1
France,9/8/2018,184
France,9/8/2019,133
France,9/9/2016,2
France,9/9/2017,0
France,9/9/2018,921
France,9/9/2019,203
German,1/16/2019,333
German,1/17/2016,1
German,1/17/2017,3
German,1/17/2018,774
German,1/17/2019,269
German,1/18/2016,0
German,1/18/2017,0
German,1/18/2018,631
German,1/18/2019,133
German,1/19/2016,1
German,1/19/2017,2
German,1/19/2018,681
German,1/19/2019,202
German,1/2/2016,1
German,1/2/2017,0
German,1/2/2018,769
German,1/2/2019,196
German,1/20/2016,0
German,1/20/2017,1
German,1/20/2018,755
German,1/20/2019,125
German,1/21/2016,2
German,1/21/2017,3
German,1/21/2018,647
German,1/21/2019,89
German,1/22/2016,2
German,1/22/2017,1
German,1/22/2018,759
German,1/22/2019,278
German,1/23/2016,1
German,1/23/2017,7
German,1/23/2018,869
German,1/23/2019,198
German,1/24/2016,2
German,1/24/2017,1
German,1/24/2018,1154
German,1/24/2019,112
German,1/25/2016,0
German,1/25/2017,1
German,1/25/2018,1101
German,1/25/2019,153
German,1/26/2016,2
German,1/26/2017,0
German,1/26/2018,786
German,1/26/2019,149
German,1/27/2016,1
German,1/27/2017,2
German,1/27/2018,522
German,1/27/2019,181
German,1/28/2016,0
German,1/28/2017,0
German,1/28/2018,639
German,1/28/2019,159
German,1/29/2016,0
German,1/29/2017,1
German,1/29/2018,887
German,1/29/2019,198
German,1/3/2016,1
German,1/3/2017,2
German,1/3/2018,728
German,1/3/2019,160
German,1/30/2016,1
German,1/30/2017,1
German,1/30/2018,645
German,1/30/2019,304
German,1/31/2016,0
German,1/31/2017,1
German,1/31/2018,934
German,1/31/2019,340
German,1/4/2016,1
German,1/4/2017,0
German,1/4/2018,657
German,1/4/2019,298
German,1/5/2016,0
German,1/5/2017,2
German,1/5/2018,407
German,1/5/2019,160
German,1/6/2016,0
German,1/6/2017,1
German,1/6/2018,317
German,1/6/2019,78
German,1/7/2016,1
German,1/7/2017,1
German,1/7/2018,1013
German,1/7/2019,232
German,1/8/2016,1
German,1/8/2017,2
German,1/8/2018,2958
German,1/8/2019,138
German,1/9/2016,0
German,1/9/2017,1
German,1/9/2018,1692
German,1/9/2019,100
German,10/1/2016,2
German,10/1/2017,0
German,10/1/2018,410
German,10/1/2019,105
German,10/10/2016,0
German,10/10/2017,0
German,10/10/2018,1091
German,10/10/2019,181
German,10/11/2016,2
German,10/11/2017,1
German,10/11/2018,1014
German,10/11/2019,109
German,10/12/2016,0
German,10/12/2017,1
German,10/12/2018,773
German,10/12/2019,62
German,10/13/2016,0
German,10/13/2017,1
German,10/13/2018,528
German,10/13/2019,101
German,10/14/2016,2
German,10/14/2017,23
German,10/14/2018,593
German,10/14/2019,140
German,10/15/2016,0
German,10/15/2017,265
German,10/15/2018,648
German,10/15/2019,115
German,10/16/2016,0
German,10/16/2017,4888
German,10/16/2018,421
German,10/16/2019,91
German,10/17/2016,0
German,10/17/2017,6212
German,10/17/2018,503
German,10/17/2019,101
German,10/18/2016,0
German,10/18/2017,3670
German,10/18/2018,356
German,10/18/2019,118
German,10/19/2016,1
German,10/19/2017,2395
German,10/19/2018,318
German,10/19/2019,130
German,10/2/2016,3
German,10/2/2017,2
German,10/2/2018,381
German,10/2/2019,95
German,10/20/2016,0
German,10/20/2017,1288
German,10/20/2018,278
German,10/20/2019,169
German,10/21/2016,0
German,10/21/2017,876
German,10/21/2018,239
German,10/21/2019,133
German,10/22/2016,0
German,10/22/2017,823
German,10/22/2018,309
German,10/22/2019,111
German,10/23/2016,1
German,10/23/2017,963
German,10/23/2018,238
German,10/23/2019,101
German,10/24/2016,0
German,10/24/2017,883
German,10/24/2018,267
German,10/24/2019,174
German,10/25/2016,0
German,10/25/2017,1067
German,10/25/2018,337
German,10/25/2019,195
German,10/26/2016,1
German,10/26/2017,1089
German,10/26/2018,375
German,10/26/2019,191
German,10/27/2016,0
German,10/27/2017,722
German,10/27/2018,521
German,10/27/2019,181
German,10/28/2016,0
German,10/28/2017,708
German,10/28/2018,260
German,10/28/2019,89
German,10/29/2016,1
German,10/29/2017,628
German,10/29/2018,356
German,10/29/2019,120
German,10/3/2016,2
German,10/3/2017,4
German,10/3/2018,452
German,10/3/2019,79
German,10/30/2016,1
German,10/30/2017,614
German,10/30/2018,493
German,10/30/2019,163
German,10/31/2016,0
German,10/31/2017,402
German,10/31/2018,448
German,10/31/2019,112
German,10/4/2016,2
German,10/4/2017,1
German,10/4/2018,725
German,10/4/2019,77
German,10/5/2016,0
